año;mes;nacion;1 estrella;2 estrellas;3 estrellas;4 estrellas;5 estrellas;hoteleros;extrahoteleros;total
2018;2;Italia;185;383;1768;5570;816;8722;3472;12194
2018;2;Suecia;31;432;2646;6316;1531;10956;9974;20930
2018;2;Noruega;26;349;1166;2279;1219;5039;6218;11257
2018;2;Dinamarca;44;805;1596;4083;769;7297;6507;13804
2018;2;Finlandia;28;254;1417;4051;1002;6752;10429;17181
2018;2;Suiza;60;178;453;1554;973;3218;679;3897
2018;2;Austria;16;80;329;1352;464;2241;665;2906
2018;2;Rusia;48;122;610;1027;526;2333;1472;3805
2018;2;Países del Este;57;334;1262;5652;708;8013;3682;11695
2018;2;Resto de Europa;78;532;1712;3708;1087;7117;4354;11471
2018;2;Estados Unidos;28;87;173;452;524;1264;269;1533
2018;2;Resto de América;88;112;242;444;535;1421;351;1772
2018;2;Resto del Mundo;133;185;736;3490;1651;6195;924;7119
2018;2;TOTAL;4982;14337;50247;169441;51920;290927;138473;429400
2018;3;España;2258;6154;14997;41373;10616;75398;21348;96746
2018;3;Holanda;45;363;1380;4586;1119;7493;4771;12264
2018;3;Bélgica;63;359;883;7089;2803;11197;2942;14139
2018;3;Alemania;510;1478;9455;30226;7106;48775;14012;62787
2018;3;Francia;323;830;2072;7769;1353;12347;4621;16968
2018;3;Gran Bretaña;1492;3161;15576;60649;22622;103500;65554;169054
2018;3;Irlanda;17;314;1041;3276;1471;6119;3239;9358
2018;3;Italia;216;551;1886;5063;1172;8888;2923;11811
2018;3;Suecia;26;367;2287;7185;1827;11692;9914;21606
2018;3;Noruega;19;364;948;2217;869;4417;5786;10203
2018;3;Dinamarca;40;427;1708;4206;835;7216;5802;13018
2018;3;Finlandia;12;205;1787;4318;871;7193;10107;17300
2018;3;Suiza;46;148;426;1738;992;3350;859;4209
2018;3;Austria;4;103;284;1226;552;2169;597;2766
2018;3;Rusia;48;155;532;1330;685;2750;2200;4950
2018;3;Países del Este;33;379;1566;6275;818;9071;3661;12732
2018;3;Resto de Europa;100;548;1982;4376;1594;8600;4326;12926
2018;3;Estados Unidos;31;162;306;815;765;2079;585;2664
2018;3;Resto de América;82;131;326;461;398;1398;375;1773
2018;3;Resto del Mundo;65;218;656;3157;1674;5770;1271;7041
2018;3;TOTAL;5430;16417;60098;197335;60142;339422;164893;504315
2018;4;España;1977;5191;16792;43105;8968;76033;22182;98215
2018;4;Holanda;31;282;1343;7205;1586;10447;7399;17846
2018;4;Bélgica;36;324;914;8335;2973;12582;2550;15132
2018;4;Alemania;251;1071;7161;24079;4880;37442;10327;47769
2018;4;Francia;356;737;2318;11286;1904;16601;6205;22806
2018;4;Gran Bretaña;1039;2139;14194;56258;22034;95664;65710;161374
2018;4;Irlanda;10;284;963;3147;1147;5551;3496;9047
2018;4;Italia;127;482;2012;5585;1263;9469;2898;12367
2018;4;Suecia;19;292;1175;3921;1025;6432;5273;11705
2018;4;Noruega;5;110;385;989;388;1877;2243;4120
2018;4;Dinamarca;2;331;808;1880;246;3267;2869;6136
2018;4;Finlandia;7;167;626;1511;318;2629;3489;6118
2018;4;Suiza;47;208;572;2231;1409;4467;1126;5593
2018;4;Austria;4;60;229;987;462;1742;422;2164
2018;4;Rusia;59;236;876;1809;956;3936;2801;6737
2018;4;Países del Este;57;482;1921;7197;858;10515;4511;15026
2018;4;Resto de Europa;96;366;2108;3445;1226;7241;4007;11248
2018;4;Estados Unidos;17;82;189;371;784;1443;484;1927
2018;4;Resto de América;60;120;454;496;269;1399;398;1797
2018;4;Resto del Mundo;50;182;492;3115;1198;5037;1260;6297
2018;4;TOTAL;4250;13146;55532;186952;53894;313774;149650;463424
2018;5;España;2040;6101;20739;52664;9449;90993;24576;115569
2018;5;Holanda;40;298;1340;6458;1615;9751;5674;15425
2018;5;Bélgica;11;166;663;5905;1992;8737;1790;10527
2018;5;Alemania;214;779;6453;25956;4887;38289;9509;47798
2018;5;Francia;276;875;1711;7941;1168;11971;3973;15944
2018;5;Gran Bretaña;1073;1524;15983;60933;17478;96991;72101;169092
2018;5;Irlanda;10;300;1406;3639;1147;6502;4112;10614
2018;5;Italia;178;404;1665;4054;677;6978;3061;10039
2018;5;Suecia;1;223;204;329;160;917;641;1558
2018;5;Noruega;3;171;98;163;116;551;601;1152
2018;5;Dinamarca;0;291;264;771;92;1418;919;2337
2018;5;Finlandia;5;12;179;334;198;728;729;1457
2018;5;Suiza;28;171;358;1709;968;3234;555;3789
2018;5;Austria;2;74;148;914;2366;3504;349;3853
2018;5;Rusia;51;170;893;1815;838;3767;2619;6386
2018;5;Países del Este;21;347;1425;6960;888;9641;4414;14055
2018;5;Resto de Europa;53;233;2271;3965;1103;7625;3118;10743
2018;5;Estados Unidos;33;84;143;420;372;1052;487;1539
2018;5;Resto de América;74;138;358;425;182;1177;527;1704
2018;5;Resto del Mundo;56;245;420;2758;825;4304;1392;5696
2018;5;TOTAL;4169;12606;56721;188113;46521;308130;141147;449277
2018;6;España;2096;6894;20058;58082;16047;103177;33677;136854
2018;6;Holanda;27;189;1089;5404;834;7543;4166;11709
2018;6;Bélgica;15;149;896;6278;1474;8812;1630;10442
2018;6;Alemania;186;589;6872;27984;4010;39641;9278;48919
2018;6;Francia;149;346;1705;6255;875;9330;3542;12872
2018;6;Gran Bretaña;1296;2351;17092;60826;17227;98792;81593;180385
2018;6;Irlanda;8;664;1385;3317;1110;6484;5880;12364
2018;6;Italia;123;357;1961;3562;835;6838;3438;10276
2018;6;Suecia;12;61;158;606;180;1017;618;1635
2018;6;Noruega;6;42;158;456;189;851;639;1490
2018;6;Dinamarca;1;367;134;438;54;994;554;1548
2018;6;Finlandia;8;16;51;89;117;281;393;674
2018;6;Suiza;18;114;309;1789;746;2976;499;3475
2018;6;Austria;10;49;197;1282;899;2437;374;2811
2018;6;Rusia;43;152;829;2120;820;3964;3367;7331
2018;6;Países del Este;42;400;1782;7110;1036;10370;5080;15450
2018;6;Resto de Europa;47;417;2063;5096;1146;8769;4459;13228
2018;6;Estados Unidos;22;75;228;535;1008;1868;461;2329
2018;6;Resto de América;66;134;253;484;356;1293;627;1920
2018;6;Resto del Mundo;52;170;372;2977;1004;4575;1263;5838
2018;6;TOTAL;4227;13536;57592;194690;49967;320012;161538;481550
2018;7;España;2305;6366;19090;66389;18128;112278;44019;156297
2018;7;Holanda;12;214;1757;7576;1300;10859;7296;18155
2018;7;Bélgica;31;178;1116;7613;2426;11364;2556;13920
2018;7;Alemania;169;709;7814;25552;4148;38392;13507;51899
2018;7;Francia;154;521;1698;8101;1420;11894;5187;17081
2018;7;Gran Bretaña;1099;1818;16828;59200;20587;99532;85497;185029
2018;7;Irlanda;5;599;1417;3040;1117;6178;6647;12825
2018;7;Italia;108;281;2293;4256;773;7711;3822;11533
2018;7;Suecia;3;55;294;566;136;1054;791;1845
2018;7;Noruega;5;67;262;963;212;1509;1472;2981
2018;7;Dinamarca;1;456;285;811;311;1864;1595;3459
2018;7;Finlandia;10;9;48;48;102;217;168;385
2018;7;Suiza;19;184;515;2454;1136;4308;1167;5475
2018;7;Austria;3;70;308;1363;574;2318;701;3019
2018;7;Rusia;52;174;762;1954;1189;4131;2854;6985
2018;7;Países del Este;61;364;1660;8051;1582;11718;4698;16416
2018;7;Resto de Europa;58;600;2953;6470;1583;11664;5395;17059
2018;7;Estados Unidos;35;55;110;533;630;1363;497;1860
2018;7;Resto de América;71;120;425;568;401;1585;648;2233
2018;7;Resto del Mundo;49;139;532;3752;1757;6229;1977;8206
2018;7;TOTAL;4250;12979;60167;209260;59512;346168;190494;536662
2018;8;España;2103;7254;21963;74097;23317;128734;52314;181048
2018;8;Holanda;28;237;1824;7680;1410;11179;8127;19306
2018;8;Bélgica;22;200;1159;6993;1933;10307;2272;12579
2018;8;Alemania;184;619;8113;25741;4406;39063;11941;51004
2018;8;Francia;243;567;1980;8966;2029;13785;5963;19748
2018;8;Gran Bretaña;1251;1790;15626;56947;20286;95900;91241;187141
2018;8;Irlanda;11;613;1529;2879;949;5981;5799;11780
2018;8;Italia;169;647;3191;5789;1167;10963;6096;17059
2018;8;Suecia;5;42;117;561;74;799;440;1239
2018;8;Noruega;0;34;53;387;99;573;419;992
2018;8;Dinamarca;5;126;138;601;105;975;506;1481
2018;8;Finlandia;0;8;15;21;44;88;86;174
2018;8;Suiza;8;82;318;1365;786;2559;566;3125
2018;8;Austria;10;47;209;1341;387;1994;527;2521
2018;8;Rusia;51;236;658;1978;1392;4315;2600;6915
2018;8;Países del Este;56;368;1742;7983;1394;11543;4939;16482
2018;8;Resto de Europa;32;489;2671;7180;1724;12096;4741;16837
2018;8;Estados Unidos;13;50;119;389;539;1110;500;1610
2018;8;Resto de América;90;116;400;511;277;1394;521;1915
2018;8;Resto del Mundo;57;228;665;4009;2212;7171;2195;9366
2018;8;TOTAL;4338;13753;62490;215418;64530;360529;201793;562322
2018;9;España;2320;6704;15726;52691;16756;94197;31880;126077
2018;9;Holanda;25;190;1244;5490;1406;8355;4820;13175
2018;9;Bélgica;32;153;932;6808;2273;10198;1994;12192
2018;9;Alemania;219;801;7309;26481;7032;41842;11785;53627
2018;9;Francia;189;511;1583;7460;1290;11033;3808;14841
2018;9;Gran Bretaña;1035;2030;15776;57704;19775;96320;78244;174564
2018;9;Irlanda;16;600;1336;3160;963;6075;5564;11639
2018;9;Italia;169;417;2060;3727;874;7247;3772;11019
2018;9;Suecia;4;78;240;537;108;967;774;1741
2018;9;Noruega;3;39;175;492;177;886;1009;1895
2018;9;Dinamarca;3;276;207;609;106;1201;800;2001
2018;9;Finlandia;8;29;61;247;83;428;503;931
2018;9;Suiza;7;190;426;1797;1528;3948;901;4849
2018;9;Austria;13;70;245;1226;409;1963;471;2434
2018;9;Rusia;44;217;845;1923;1168;4197;3015;7212
2018;9;Países del Este;73;388;2033;7337;1024;10855;4286;15141
2018;9;Resto de Europa;52;454;2174;5299;1467;9446;4609;14055
2018;9;Estados Unidos;34;92;128;386;744;1384;397;1781
2018;9;Resto de América;48;142;372;447;289;1298;581;1879
2018;9;Resto del Mundo;54;247;780;3312;1799;6192;1506;7698
2018;9;TOTAL;4348;13628;53652;187133;59271;318032;160719;478751
2018;10;España;2333;5419;15434;47127;12464;82777;24302;107079
2018;10;Holanda;9;188;1552;6802;1695;10246;5971;16217
2018;10;Bélgica;26;165;996;7490;3888;12565;2124;14689
2018;10;Alemania;360;1103;8307;28203;8139;46112;14142;60254
2018;10;Francia;304;710;1637;8505;2161;13317;5555;18872
2018;10;Gran Bretaña;1159;2342;16549;64722;26876;111648;81216;192864
2018;10;Irlanda;21;382;1124;3094;1094;5715;4714;10429
2018;10;Italia;149;378;2143;4811;878;8359;3592;11951
2018;10;Suecia;7;256;913;3545;921;5642;6663;12305
2018;10;Noruega;7;178;785;1609;409;2988;4586;7574
2018;10;Dinamarca;3;462;440;1582;343;2830;3388;6218
2018;10;Finlandia;25;191;526;2501;539;3782;6598;10380
2018;10;Suiza;24;317;702;2937;2286;6266;1736;8002
2018;10;Austria;21;86;266;1319;621;2313;538;2851
2018;10;Rusia;75;244;1088;2393;1289;5089;3697;8786
2018;10;Países del Este;48;528;1799;6575;1042;9992;4432;14424
2018;10;Resto de Europa;78;511;2227;4934;1555;9305;4798;14103
2018;10;Estados Unidos;18;64;172;417;680;1351;383;1734
2018;10;Resto de América;67;181;405;409;322;1384;472;1856
2018;10;Resto del Mundo;39;200;496;3371;1404;5510;1343;6853
2018;10;TOTAL;4773;13905;57561;202346;68606;347191;180250;527441
2018;11;España;2368;5437;13684;33887;8205;63581;12914;76495
2018;11;Holanda;85;270;1289;4692;1109;7445;4189;11634
2018;11;Bélgica;45;253;894;6289;3109;10590;2247;12837
2018;11;Alemania;466;1376;8976;29936;8124;48878;12960;61838
2018;11;Francia;274;679;939;4938;1036;7866;3201;11067
2018;11;Gran Bretaña;1315;2490;13957;55922;19626;93310;68652;161962
2018;11;Irlanda;22;373;879;2567;989;4830;3003;7833
2018;11;Italia;175;525;1862;4439;892;7893;3780;11673
2018;11;Suecia;66;446;2111;6596;1524;10743;8853;19596
2018;11;Noruega;16;321;930;2644;612;4523;6547;11070
2018;11;Dinamarca;13;492;866;2894;682;4947;5296;10243
2018;11;Finlandia;43;280;1774;4189;876;7162;9846;17008
2018;11;Suiza;47;241;430;2193;1575;4486;1034;5520
2018;11;Austria;33;97;352;1634;716;2832;854;3686
2018;11;Rusia;96;212;1117;2009;856;4290;3270;7560
2018;11;Países del Este;53;447;1688;6575;762;9525;4159;13684
2018;11;Resto de Europa;82;480;1790;3470;1319;7141;4024;11165
2018;11;Estados Unidos;22;100;206;557;751;1636;332;1968
2018;11;Resto de América;113;140;284;602;152;1291;302;1593
2018;11;Resto del Mundo;74;219;655;2694;1090;4732;1028;5760
2018;11;TOTAL;5408;14878;54683;178727;54005;307701;156491;464192
2018;12;España;2445;5735;13311;36662;11228;69381;15145;84526
2018;12;Holanda;45;376;1143;4868;1275;7707;4699;12406
2018;12;Bélgica;53;256;984;7734;3058;12085;2890;14975
2018;12;Alemania;407;1430;8402;23540;6498;40277;12980;53257
2018;12;Francia;359;627;1090;6215;1605;9896;4102;13998
2018;12;Gran Bretaña;1258;2183;14196;55260;21107;94004;67195;161199
2018;12;Irlanda;30;445;779;2486;1130;4870;3171;8041
2018;12;Italia;172;551;2152;5494;1354;9723;4447;14170
2018;12;Suecia;42;414;1887;7175;1381;10899;11045;21944
2018;12;Noruega;11;349;794;1931;586;3671;6067;9738
2018;12;Dinamarca;22;408;1223;3151;528;5332;6237;11569
2018;12;Finlandia;55;314;2030;4366;1046;7811;10944;18755
2018;12;Suiza;18;145;372;1610;1112;3257;838;4095
2018;12;Austria;16;111;363;1286;607;2383;810;3193
2018;12;Rusia;51;185;1828;1891;1143;5098;2475;7573
2018;12;Países del Este;55;506;1819;6227;1059;9666;4179;13845
2018;12;Resto de Europa;113;592;1784;3905;1708;8102;4712;12814
2018;12;Estados Unidos;23;106;198;583;853;1763;577;2340
2018;12;Resto de América;71;126;320;416;262;1195;406;1601
2018;12;Resto del Mundo;60;315;711;3323;1658;6067;2194;8261
2018;12;TOTAL;5306;15174;55386;178123;59198;313187;165113;478300
2018;13;España;26159;71206;192503;561820;149641;1001329;302052;1303381
2018;13;Holanda;449;3575;16597;70579;15725;106925;66623;173548
2018;13;Bélgica;481;2641;11209;86189;31047;131567;27515;159082
2018;13;Alemania;3884;12613;93941;320264;70825;501527;140076;641603
2018;13;Francia;3216;7908;20243;90569;17443;139379;54876;194255
2018;13;Gran Bretaña;14415;26503;182422;693426;244509;1161275;866154;2027429
2018;13;Irlanda;216;5158;13692;35863;13286;68215;51570;119785
2018;13;Italia;1999;5463;25215;58635;11716;103028;45389;148417
2018;13;Suecia;287;3229;14827;45224;10602;74169;65965;140134
2018;13;Noruega;133;2323;6727;16359;5520;31062;41352;72414
2018;13;Dinamarca;174;5175;9406;24993;4817;44565;40132;84697
2018;13;Finlandia;243;1713;10158;25887;5938;43939;63476;107415
2018;13;Suiza;371;2162;5358;22806;14505;45202;10775;55977
2018;13;Austria;152;913;3290;15249;8450;28054;7039;35093
2018;13;Rusia;706;2424;11169;22668;12095;49062;33164;82226
2018;13;Países del Este;600;4937;20037;81383;12095;119052;52268;171320
2018;13;Resto de Europa;892;5727;25417;55477;16560;104073;53034;157107
2018;13;Estados Unidos;299;1059;2102;5898;8032;17390;5302;22692
2018;13;Resto de América;933;1576;4139;5741;3798;16187;5519;21706
2018;13;Resto del Mundo;805;2527;7149;38328;17720;66529;17144;83673
2018;13;TOTAL;56414;168832;675601;2277358;674324;3852529;1949425;5801954
